JNAME,BNAME,RAJ,RAJ_ERR,DECJ,DECJ_ERR,F0,F0_ERR,F1,F1_ERR,P0,P0_ERR,P1,P1_ERR,DM,DM_ERR,RM,RM_ERR,DIST,ASSOC,PB,PB_ERR,BINCOMP,AGE,BSURF,EDOT,NGLT,TYPE,rm_MK,dm_MK,w50_MK,w10_MK,scatter_MK,USER,COMMENTS,CATEGORY
J1603-2712,B1600-27,16:03:08.0628,,-27:13:27.6226,,1.284829820773,5e-12,-4.96787e-15,4e-20,0.7783131927918391,3.0288571303691325e-12,3.0093936944493805e-15,2.423085704296438e-20,46.201,0.016,-5.0,3.0,2.31,,,,,4097711.9154424225,1548697786608.864,2.519855095358928e+32,,,,,,,,,,
J1603-3539,,16:03:53.697,0.005,-35:39:57.1,0.3,7.046789819421603,4.469152208319355e-11,-6.169912909818666e-15,8.441731949047671e-18,0.141908588964,9e-13,1.2425e-16,1.7e-19,77.5,0.4,,,4.1,,,,,18095822.248113368,134370062108.59488,1.716445778332201e+33,,,,,,,,,,
J1603-5657,,16:03:31.46,0.02,-56:57:44.19,0.08,2.0158156336453503,3.6571614019641044e-10,-1.1357517909432969e-14,1.219053800654771e-17,0.49607711306,9e-11,2.795e-15,3e-18,264.07,0.02,28.0,3.0,6.73,,,,,2812117.195201297,1191558804149.7427,9.038450337121934e+32,,,,,,,,,,
J1604-4718,,16:04:29.41,0.04,-47:18:47.9,0.6,1.89585724668,7e-11,-1.783e-14,3e-17,0.5274658742113556,1.9475417392028475e-11,4.96066702999811e-15,8.346607453726498e-18,52.0,1.6,,,1.21,,,,,1684691.276378547,1636881349814.026,1.33449426835079e+33,,,,,,,,,,
J1604-4909,B1600-49,16:04:22.976,0.002,-49:09:57.98,0.03,3.05419496502,1e-11,-9.503e-15,2e-18,0.3274185215590687,1.0720288825992634e-12,1.01874904713408e-15,2.1440577651985282e-19,140.8,0.5,34.0,1.0,3.22,,,,,5092160.27847621,584433642269.8533,1.145822174957584e+33,,,,,,,,,,
J1605-5257,B1601-52,16:05:16.25,0.01,-52:57:34.5,0.2,1.5197258612,1e-11,-5.92e-16,1e-18,0.6580134125047947,4.3298165103620506e-12,2.563251374134334e-16,4.329816510362052e-19,35.1,0.3,1.0,2.0,0.92,,,,,40673316.3369564,415587953941.51874,3.551785233801643e+31,,,,,,,,,,
J1607-0032,B1604-00,16:07:12.0598,0.0002,-00:32:41.527,0.002,2.3707006046372,7e-13,-1.720308e-15,3e-21,0.42181623358257625,1.245502544396534e-13,3.0609257016367315e-16,5.337868047414021e-22,10.6823,0.0001,6.5,1.0,1.0869486195975655,,,,,21834162.528022636,363611840615.5502,1.6100622077841779e+32,,,,,,,,,,
J1607-6449,,16:07:48.711,0.008,-64:49:43.08,0.08,3.354394934906885,1.0126768841396068e-10,-2.8017393794529123e-16,3.3755896137986892e-18,0.298116357616,9e-12,2.49e-17,3e-19,89.39,0.07,,,3.44,,,,,189693520.46052745,87185157222.71608,3.7102371075889893e+31,,,,,,,,,,
J1609-4616,,16:09:41.13,0.04,-46:16:22.5,0.4,4.00626652456,8e-11,-8.04e-15,5e-17,0.2496089548385271,4.9843704268465486e-12,5.009292278980781e-16,3.115231516779093e-18,150.1,0.6,,,3.75,,,,,7894958.049543648,357822994130.1686,1.2716149456431361e+33,,,,,,,,,,
J1610-5006,,16:10:44.30,0.09,-50:06:42.2,1.6,2.07848849726,1.9e-10,-5.886e-14,4e-17,0.48111885214580963,4.398031647911927e-11,1.362463909453137e-14,9.259013995604392e-18,416.0,3.0,-756.0,23.0,5.67,,,,,559491.3865241585,2590828519873.776,4.8297830147970366e+33,,,,,,,,,,
J1611-4949,,16:11:46.63,0.11,-49:49:57.2,1.4,1.50051485024,1.6e-10,-1.22e-15,5e-17,0.6664379228503169,7.106232080208719e-11,5.418501961159148e-16,2.2206975250652245e-17,556.8,1.8,-405.0,22.0,7.23,,,,,19487068.172401484,608092219697.1606,7.227030129276378e+31,,,,,,,,,,
J1611-5209,B1607-52,16:11:03.37,0.01,-52:09:22.13,0.11,5.47960812333,1.2e-10,-1.552478e-13,1.9e-18,0.18249480209038968,3.9965223348012596e-12,5.170427501072992e-15,6.327827030142515e-20,127.345,0.009,-79.0,5.0,2.95,,,,,559229.5137146788,982965905296.7039,3.3584175605846014e+34,,,,,,,,,,
J1611-5847,,16:11:51.313,0.006,-58:47:42.33,0.09,2.820474141608,1.4e-11,-1.6e-17,3e-18,0.35455031664636466,1.759882978476524e-12,2.011294832544599e-18,3.771177811021123e-19,79.9,1.3,,,2.48,,,,,2792982258.639757,27022578430.3022,1.7815656960750745e+30,,,,,,,,,,
J1612-5805,,16:12:27.816,0.007,-58:05:29.2,0.1,1.6246413697065243,7.918378740485674e-11,-2.4671028695773197e-15,2.3755136221457147e-18,0.61552045802,3e-11,9.347e-16,9e-19,171.3,0.4,-21.0,12.0,5.54,,,,,10433650.542991912,767551183597.5273,1.5823571107837536e+32,,,,,,,,,,
J1613-4714,B1609-47,16:13:28.99,0.02,-47:14:26.9,0.4,2.6152219613,6e-11,-4.339e-15,4e-18,0.3823767216695099,8.772717436483312e-12,6.344136826150181e-16,5.848478290988881e-19,161.2,0.3,-138.0,7.0,3.52,,,,,9549594.741052251,498404519160.8783,4.479792944439739e+32,,,,,,,,,,
J1613-5211,,16:13:42.46,0.12,-52:11:21.0,1.8,2.1857836648,3e-10,-9.188e-14,8e-17,0.4575018178166778,6.27923739916694e-11,1.923121107451528e-14,1.6744633064446007e-17,360.1,2.0,,,4.72,,,,,376922.64210193965,3001578511719.5806,7.928442835044254e+33,,,,,,,,,,
J1614+0737,B1612+07,16:14:40.9054,,+07:37:31.0104,,0.828636733302,3e-12,-1.620171e-15,1.9e-20,1.2068014363967932,4.36910912066809e-12,2.3595679643806465e-15,2.767102443090317e-20,21.3949,0.0003,40.0,4.0,1.63,,,,,8103438.948976331,1707592085042.2654,5.300108650802013e+31,,,,,,,,,,
J1614-3937,,16:14:31.227,0.007,-39:37:28.8,0.2,2.455239304184918,3.616920024488664e-11,-9.55529988469497e-16,6.028200040814446e-19,0.407292274238,6e-12,1.5851e-16,1e-19,152.44,0.02,84.0,14.0,10.65,,,,,40711353.7064832,257117358322.6394,9.261853048615016e+31,,,,,,,,,,
J1614-5048,B1610-50,16:14:11.29,0.03,-50:48:03.5,0.5,4.316040583,1.4e-09,-9.2199e-12,3e-16,0.23169383623008438,7.515484724581843e-11,4.949429829440867e-13,1.6104610127304873e-17,582.4,0.1,-451.0,2.0,5.15,,,,,7416.949912852455,10836394426001.672,1.570982933309268e+36,1.0,,,,,,,,,
J1615-5444,,16:15:01.191,0.008,-54:44:32.4,0.2,2.770407913190139,3.0700640021866166e-11,-2.591901533846051e-15,5.372612003826581e-18,0.360957675308,4e-12,3.377e-16,7e-19,312.6,0.5,-232.0,28.0,6.88,,,,,16935236.174574554,353300009507.9929,2.834796934439396e+32,,,,,,,,,,
J1615-5537,B1611-55,16:15:40.43,0.03,-55:37:00.5,0.3,1.2633828317462847,3.192272359102522e-11,-3.1911550637768365e-15,1.2769089436410192e-18,0.79152571562,2e-11,1.9993e-15,8e-19,124.48,0.08,10.0,15.0,3.19,,,,,6272679.533743977,1272979693458.1492,1.5916318290348992e+32,,,,,,,,,,
J1616-5017,,16:16:29.89,0.04,-50:17:14.9,0.2,2.0350677923328617,5.383951195207712e-11,-1.929608108362444e-13,1.2424502758175836e-17,0.49138412183,1.3e-11,4.6592e-14,3e-18,194.0,4.0,,,3.48,,,,,167099.75106207654,4841904445608.839,1.5502713932022683e+34,,,,,,,,,,
J1617-4216,,16:17:23.38,0.05,-42:16:59,1.0,0.2916756093576005,1.1059705942236584e-11,-1.542318530975439e-15,1.276119916411919e-18,3.42846630955,1.3e-10,1.8129e-14,1.5e-17,163.6,0.5,,,7.29,,,,,2996346.778213364,7977867992343.0625,1.7759630559933743e+31,,,,,,,,,,
J1617-4608,,16:17:35.105,0.013,-46:08:36.5,0.3,1.76341893386,3e-11,-5.1205e-14,3e-18,0.5670802217208082,9.647399336007629e-12,1.646650276667569e-14,9.647399336009258e-19,321.5,1.2,,,11.08,,,,,545643.7264825406,3092238010381.83,3.5647379259620313e+33,,,,,,,,,,
J1617-5055,,16:17:29.3,0.1,-50:55:13.2,0.2,14.418187147405938,6.236523618528652e-07,-2.80851446954407e-11,4.157682419451413e-14,0.069356847,3e-09,1.351e-13,2e-16,467.0,5.0,,,4.74,GRS,,,,8133.922495337418,3097578517231.2905,1.5986266947305313e+37,1.0,HE,,,,,,,,
J1618-4723,,16:18:06.80,0.01,-47:23:19.1,0.3,4.912728380523227,1.2067450070399184e-09,-4.809120202055482e-14,1.9307920112653147e-17,0.20355287786,5e-11,1.9926e-15,8e-19,134.7,0.3,39.0,4.0,3.09,,,,,1618538.9612631712,644464003315.9401,9.32713197879118e+33,,,,,,,,,,
J1620-5414,,16:20:14.44,0.1,-54:14:51.7,1.6,0.86478237841,6e-11,-5.04e-17,1.6e-18,1.1563602878201713,8.023014691485295e-11,6.739332340847649e-17,2.139470584396079e-18,71.0,8.0,,,1.98,,,,,271858134.39564383,282491249355.22266,1.7206680895366755e+30,,,,,,,,,,
J1621-5039,,16:21:04.71,0.16,-50:39:48.6,1.8,0.922492253,1.3e-10,-1.109e-14,4e-17,1.0840199435257478,1.527629009350035e-10,1.3031850548993761e-14,4.700396951846276e-17,261.0,3.0,,,3.92,,,,,1317944.793544879,3803397002373.53,4.038815465039687e+32,,,,,,,,,,
J1621-5243,,16:21:55.8,0.1,-52:43:44,3.0,2.6887203479691197,4.337530265749911e-10,-5.552038740159885e-15,1.1566747375333097e-16,0.37192413884,6e-11,7.68e-16,1.6e-17,363.0,4.0,,,6.44,,,,,7672893.731587901,540826260786.41815,5.893290621663445e+32,,,,,,,,,,
J1622-3751,,16:22:04.58,0.04,-37:51:13.9,0.9,1.3671236671802682,9.345135606822125e-10,-4.803399701906571e-15,1.8690271213645403e-17,0.7314627228,5e-10,2.57e-15,1e-17,153.8,0.5,85.0,7.0,11.6,,,,,4509465.951901774,1387434978057.8203,2.5924850773887393e+32,,,,,,,,,,
J1622-4332,,16:22:45.468,0.008,-43:32:28.2,0.3,1.0905868451567589,2.378759333657944e-11,-1.8612602406206586e-15,4.757518667315958e-19,0.91693752262,2e-11,1.5649e-15,4e-19,230.68,0.02,140.0,20.0,9.76,,,,,9283659.255147522,1212168924633.6877,8.013589501676529e+31,,,,,,,,,,
J1622-4347,,16:22:30.060,0.018,-43:47:21.4,0.3,2.18492568145,4e-11,-2.4115e-14,1.5e-17,0.4576814710404071,8.378893157348439e-12,5.0514252122364406e-15,3.14208493400567e-18,177.0,3.0,,,5.04,,,,,1435540.4698510189,1538645628894.016,2.080097405658419e+33,,,,,,,,,,
J1622-4802,,16:22:47.19,0.14,-48:02:13.1,1.4,3.7725565538,4e-10,-4.37e-15,2e-16,0.2650722356945784,2.8105316054448848e-11,3.0705057789485365e-16,1.4052658027224423e-17,364.3,1.3,243.6,3.8,5.32,,,,,13677929.446247693,288693534997.9191,6.508440406026673e+32,,,,,,,,,,
J1622-4950,,16:22:44.80,0.03,-49:50:54.4,0.5,0.2311059204,8e-10,-1.4827e-13,7e-17,4.327020260966019,1.4978483471048348e-08,2.7760746803154232e-12,1.310617303857651e-15,820.0,30.0,-1484.0,1.0,5.57,XRS,,,,24695.841033173212,110907270009607.16,1.3527704113156325e+33,,AXP,,,,,,,,
J1623-0908,B1620-09,16:23:17.6599,0.0001,-09:08:48.733,0.002,0.783425339886,1e-12,-1.583925e-15,6e-21,1.276445819515507,1.6293139301586142e-12,2.580711066826483e-15,9.775883580953907e-21,68.183,0.01,-85.0,20.0,1.6666545500496004,,,,,7836624.513800543,1836626570942.265,4.898825445463584e+31,,,,,,,,,,
J1623-4949,,16:23:54.80,0.15,-49:49:4,3.0,1.3779188266,1.7e-10,-7.991e-14,6e-17,0.7257321554038777,8.953681743581688e-11,4.20875710664478e-14,3.1601229683231195e-17,183.3,1.0,-42.0,7.0,3.36,,,,,273204.93541424436,5592617182835.371,4.3469485639761495e+33,,,,,,,,,,
J1624-4411,,16:24:21.361,0.018,-44:11:33.8,0.5,4.28882534344,6e-11,-1.47e-14,1.3e-17,0.23316407638971737,3.2619291911201975e-12,7.991726518244484e-16,7.067513247427098e-19,139.4,1.4,-10.0,12.0,3.34,,,,,4622607.962651687,436818582155.4462,2.488945757724997e+33,,,,,,,,,,
J1625-4904,,16:25:18.05,0.13,-49:04:33.6,1.9,2.1723098208,3e-10,-7.91e-14,9e-17,0.4603394922883185,6.357373444808006e-11,1.6762274649477107e-14,1.9072120334424578e-17,684.8,1.7,,,5.25,,,,,435122.2778810865,2810965864214.5317,6.783564922882708e+33,,,,,,,,,,
J1625-4913,,16:25:16.41,0.02,-49:13:44.6,0.4,2.8101233689578997,3.948396674381648e-10,-5.2489985389229633e-14,7.896793348777072e-18,0.35585626277,5e-11,6.647e-15,1e-18,720.0,1.0,,,5.3,,,,,848232.6240279765,1556324393087.5603,5.823198240526578e+33,,,,,,,,,,
J1626-4537,,16:26:48.98,0.01,-45:37:25.6,0.5,2.701672211070825,6.569129462465089e-11,-6.042723221539554e-14,8.02893600968009e-18,0.370141128114,9e-12,8.2788e-15,1.1e-18,237.0,0.7,112.0,11.0,4.98,,,,,708379.5097876607,1771402878044.5479,6.445032250888185e+33,,,,,,,,,,
J1626-6621,,16:26:06.851,0.009,-66:21:15.27,0.08,2.2179452040669463,4.9192809282435676e-11,-3.7701369034058706e-15,2.45964046412179e-18,0.45086776633,1e-11,7.664e-16,5e-19,84.11,0.05,39.0,12.0,3.82,,,,,9320940.352283485,594842951931.0786,3.301168329459093e+32,,,,,,,,,,
J1627-4706,,16:27:28.75,0.04,-47:06:50.2,0.7,7.105007446,3e-10,-8.736e-14,3e-17,0.14074580605302295,5.942814576454545e-12,1.7305476046635636e-15,5.942814576454724e-19,456.1,1.8,,,6.41,,,,,1288599.4726887455,499412588099.5166,2.4503995242440053e+34,,,,,,,,,,
J1627-5547,,16:27:21.08,0.02,-55:47:52.4,0.4,2.837167469914361,5.634663476638181e-10,-5.940545208227109e-15,1.609903850468069e-17,0.3524642132,7e-11,7.38e-16,2e-18,166.2,0.9,12.0,16.0,5.05,,,,,7567016.896466275,516102156056.14197,6.65381947286881e+32,,,,,,,,,,
J1627-5936,,16:27:52.59,0.04,-59:36:55.3,0.2,2.8229931851258336,4.78157431396014e-10,-6.37543241861352e-17,2.3907871569800696e-17,0.35423394051,6e-11,8e-18,3e-18,99.3,0.2,89.0,5.0,3.39,,,,,701562263.3493992,53869141822.17793,7.105247539747755e+30,,,,,,,,,,
J1629-3825,,16:29:14.618,0.011,-38:25:29.3,0.5,1.8998238590694017,3.248397625940418e-11,-1.601820962658175e-15,5.053062973685096e-18,0.526364586499,9e-12,4.438e-16,1.4e-18,127.0,,,,5.48,,,,,18791671.06711959,489087945028.26825,1.201398394064518e+32,,,,,,,,,,
J1630-4719,,16:30:02.47,0.05,-47:19:42,2.0,1.788680515236195,1.279751194234248e-10,-4.536078107963293e-14,6.078818172612714e-17,0.55907133302,4e-11,1.4178e-14,1.9e-17,489.6,1.6,-339.0,10.0,5.44,,,,,624767.2977515863,2848990993349.565,3.2031187302131286e+33,,,,,,,,,,
J1630-4733,B1626-47,16:30:37.47,0.04,-47:33:05.0,0.8,1.7361972833146253,6.02876201317817e-11,-6.718150949385094e-14,6.028762013179977e-18,0.57597141155,2e-11,2.2287e-14,2e-18,498.0,5.0,-348.0,6.0,5.0,,,,,409463.64848491515,3625569616707.974,4.6047766154780966e+33,,,,,,,,,,
J1632-4621,,16:32:49.813,0.016,-46:21:48.6,0.9,0.58508461509,1.2e-11,-2.6023e-14,7e-18,1.7091544952795863,3.505450906481301e-11,7.601862411613573e-14,2.044846362114116e-17,562.9,0.8,311.5,4.0,10.1,,,,,356227.4269225157,11534549617919.896,6.010848429182747e+32,,,,,,,,,,
J1632-4757,,16:32:16.66,0.13,-47:57:34.5,0.3,4.37505274487,4e-11,-2.88454e-13,7e-18,0.2285686729542992,2.0897455302435753e-12,1.5069886429522006e-14,3.657054677927295e-19,574.2,0.5,,,4.84,,,,,240310.5097701002,1878076685706.4905,4.982182083160719e+34,,,,,,,,,,
J1632-4818,,16:32:39.70,0.03,-48:18:53.8,0.8,1.2289964712,1.4e-09,-9.8073e-13,3e-18,0.8136719864000859,9.268869420331661e-10,6.493041647572765e-13,1.9861868552420152e-18,758.0,5.0,-515.0,39.0,5.31,SNR,,,,19854.87754148303,23259413237317.133,4.7583877956053695e+34,,,,,,,,,,
J1633-4453,B1630-44,16:33:47.048,0.006,-44:53:07.8,0.2,2.290915595363787,2.099317706032406e-11,-3.255307000859151e-14,1.0496588530163724e-18,0.436506697158,4e-12,6.2026e-15,2e-19,474.1,0.3,159.0,6.0,14.94,,,,,1115021.3258113086,1665069330192.357,2.944155726522295e+33,,,,,,,,,,
J1633-5015,B1629-50,16:33:00.083,0.004,-50:15:08.40,0.08,2.839736054539,8e-12,-3.05481e-14,8e-19,0.35214540393696525,9.920510841114274e-13,3.788159465318037e-15,9.920510841114504e-20,398.41,0.08,406.1,2.0,6.0,,,,,1472854.3749839747,1168759400293.434,3.4246951268901013e+33,,,,,,,,,,
J1634-5107,,16:34:04.99,0.08,-51:07:45.6,0.9,1.97100259922,5e-11,-6.1167e-15,5e-19,0.507356002673836,1.2870505672458672e-11,1.5745004409345591e-15,1.287050567246115e-19,372.8,2.0,-151.0,8.0,7.21,,,,,5105473.821322174,904435859483.0525,4.759530501027931e+32,,,,,,,,,,
J1634-5640,,16:34:19.17,0.02,-56:40:48.7,0.3,4.460279605438774,1.5915275326954449e-09,-8.156578605064155e-16,3.978818831738613e-17,0.22420119106,8e-11,4.1e-17,2e-18,148.0,0.1,,,5.46,,,,,86640329.63803858,97019909325.16397,1.4362493565313622e+32,,,,,,,,,,
J1635-4944,,16:35:55.4,0.1,-49:44:36,2.0,1.488174520327063,1.9931970626556157e-10,-1.9466891311936512e-14,6.643990208852074e-17,0.67196419932,9e-11,8.79e-15,3e-17,474.0,6.0,-23.0,15.0,7.36,,,,,1211220.7369701825,2459333828399.745,1.1436949549529272e+33,,,,,,,,,,
J1635-5954,B1630-59,16:35:09.08,0.07,-59:54:41,1.0,1.889925961306614,3.929002153142802e-10,-4.886249950453957e-15,1.7859100696103763e-17,0.52912125685,1.1e-10,1.368e-15,5e-18,134.9,1.3,110.3,3.1,7.21,,,,,6128231.305311466,860935530963.6716,3.645693941908244e+32,,,,,,,,,,
J1636-2614,,16:36:11.506,0.017,-26:14:47.0,1.3,1.9590413215884461,3.0702743197528043e-11,-1.55739664869461e-14,4.2216271896601335e-18,0.51045375561,8e-12,4.058e-15,1.1e-18,94.0,,,,8.19,,,,,1993014.2228647796,1456411841627.137,1.204488253775678e+33,1.0,,,,,,,,,
J1636-4440,,16:36:16.53,0.02,-44:40:25,1.0,4.839134848334062,7.025167824108337e-10,-1.0939357163440699e-12,9.366890432198303e-17,0.20664850874,3e-11,4.6715e-14,4e-18,449.0,1.0,,,12.45,,,,,70087.72440962483,3144085101877.4985,2.0898699586789524e+35,,,,,,,,,,
J1637-4450,,16:37:53.15,0.03,-44:50:26.3,0.8,3.9546035737,3e-10,-9e-15,3e-17,0.25286984684140706,1.9182947832479e-11,5.754884349743699e-16,1.9182947832479017e-18,470.7,0.8,-197.0,13.0,11.42,,,,,6961879.184059907,386026217437.1493,1.4050934220799158e+33,,,,,,,,,,
J1637-4553,,16:37:58.692,0.004,-45:53:26.82,0.09,8.41939738252,1.9e-10,-2.26194e-13,4e-18,0.11877334618700361,2.6803504752469827e-12,3.190943133673769e-15,5.642843105801501e-20,,,,,,,,,,589747.3045228857,622972687460.9911,7.518337639103357e+34,,,,,,,,,,
J1637-4642,B1634-45,16:37:13.75,0.17,-46:42:14.2,0.4,6.491542203,4e-09,-2.49892e-12,1e-16,0.1540465992099474,9.492141891260067e-11,5.930025803726902e-14,2.373035473940303e-18,193.23,0.07,10.0,5.0,3.44,,,,,41158.692430557785,3058470721930.091,6.4041275708675585e+35,,,,,,,,,,
J1637-4642,,16:37:13.77,0.08,-46:42:15,1.0,6.492350192783825,4.215061102574017e-10,-2.4954847751679214e-12,3.372048882060771e-16,0.154027427712,1e-11,5.9204e-14,8e-18,419.1,0.3,13.0,18.0,4.41,,,,,41220.48050053081,3055797242322.782,6.39611993414598e+35,,,,,,,,,,
J1638-3815,,16:38:37.349,0.018,-38:15:03.4,0.7,1.4321300661,4e-10,-1.58e-16,6e-18,0.698260600535548,1.9502714650410562e-10,7.703572286912172e-17,2.9254071975615843e-18,238.0,1.1,33.1,6.6,19.08,,,,,143612225.61926547,234695535441.1365,8.933040152493785e+30,,,,,,,,,,
J1638-3951,,16:38:15.56,0.05,-39:51:59,1.0,1.296797801206448,1.3453476297711027e-10,-9.921938769561882e-16,6.726738148855515e-17,0.77113024025,8e-11,5.9e-16,4e-17,249.0,4.0,,,14.68,,,,,20708171.838216305,682558456067.6398,5.079588657587058e+31,,,,,,,,,,
J1638-4344,,16:38:52.88,0.05,-43:44:04,1.0,0.8913099294501001,5.561033732354397e-11,-1.986083475840856e-17,1.271093424538148e-17,1.12194419355,7e-11,2.5e-17,1.6e-17,237.0,3.0,,,4.74,,,,,711045322.553046,169474987401.9172,6.988532344756481e+29,,,,,,,,,,
J1638-4417,,16:38:46.226,0.008,-44:17:03.2,0.2,8.4888197965,4e-10,-1.15716e-13,7e-18,0.11780200592929385,5.550925040386154e-12,1.6058271049333103e-15,9.714118820687556e-20,436.4,0.3,160.0,25.0,12.03,,,,,1162304.552304605,440124670787.7862,3.877934450664416e+34,,,,,,,,,,
J1638-4608,,16:38:23.26,0.09,-46:08:13.4,0.3,3.59512083,1e-09,-6.65397e-13,1.6e-17,0.27815476788856636,7.737007489914224e-11,5.148181572766454e-14,1.237921198717573e-18,423.1,0.1,335.0,12.0,4.57,,,,,85604.91297908215,3829306778558.1675,9.443958425767616e+34,,,,,,,,,,
J1638-5226,,16:38:59.96,0.03,-52:26:57.4,0.4,2.9368341933414794,5.174997047507819e-11,-2.28562369598262e-14,3.4499980316718807e-17,0.340502709437,6e-12,2.65e-15,4e-18,170.1,1.5,-62.0,21.0,4.22,,,,,2035826.3693498943,961243024592.763,2.6499879224341874e+33,,,,,,,,,,
J1639-4604,B1635-45,16:39:21.201,0.011,-46:04:33.1,0.4,3.7798905389982402,5.715028994723363e-11,-4.1261080584654e-14,2.857514497361954e-18,0.264557925602,4e-12,2.8879e-15,2e-19,258.91,0.04,-28.0,12.0,3.79,,,,,1451458.634020138,884507341601.1423,6.157147499631365e+33,,,,,,,,,,
J1640-4648,,16:40:47.62,0.06,-46:48:45,2.0,5.606888385109117,4.0868356571992976e-10,-2.5341524794371953e-14,4.086835657199314e-17,0.178352043293,1.3e-11,8.061e-16,1.3e-18,474.0,3.0,,,4.47,,,,,3505542.2464210875,383692653133.79535,5.609373910675345e+33,,,,,,,,,,
J1640-4715,B1636-47,16:40:13.09,0.03,-47:15:38.1,0.8,1.9326284729,4e-10,-1.57266e-13,6e-18,0.5174300254924077,1.0709353251242946e-10,4.210542871024933e-14,1.6064029877809947e-18,586.32,0.06,-411.0,12.0,4.91,,,,,194706.10545555898,4723292470738.498,1.199894191887783e+34,,,,,,,,,,
J1640-4951,,16:40:43.56,0.03,-49:51:02.1,0.7,1.3529988166659226,5.49181739369816e-11,-6.114223364983952e-16,9.153028989496935e-18,0.73909894649,3e-11,3.34e-16,5e-18,411.4,1.9,,,9.89,,,,,35060826.82579552,502775959332.5081,3.2658666945133013e+31,,,,,,,,,,
J1643-4505,,16:43:36.91,0.03,-45:05:45.8,0.7,4.212470392,4e-09,-5.6473e-13,1e-16,0.2373903925589894,2.2541679391724436e-10,3.1824906507221347e-14,5.635419848255213e-18,478.6,0.6,,,4.74,,,,,118184.91287490746,2781410666923.5435,9.391553943434652e+34,,,,,,,,,,
J1643-4550,,16:43:13.52,0.02,-45:50:54.5,0.5,1.3937125085606776,3.107895290429595e-11,-5.822253339708543e-14,5.8273036695560686e-18,0.717508089981,1.6e-11,2.9974e-14,3e-18,450.8,1.7,,,4.38,,,,,379269.689774373,4692839821347.908,3.203494872782065e+33,,,,,,,,,,
J1644-4559,B1641-45,16:44:49.273,0.002,-45:59:09.71,0.05,2.197424522481,9e-12,-9.70042e-14,3e-19,0.45507820167172386,1.8638655267309312e-12,2.008919825867918e-14,6.212885089124898e-20,478.8,0.8,-626.9,0.8,4.5,,,,,358913.2286698852,3059667950249.5894,8.415196119938781e+33,3.0,,,,,,,,,
J1644-4657,,16:44:38.5,0.1,-46:57:38,4.0,7.938887555675777,2.5210374248665483e-09,-4.7269451716247775e-14,1.2605187124332746e-15,0.12596223249,4e-11,7.5e-16,2e-17,718.0,6.0,,,6.75,,,,,2661001.5229295003,311028928802.9652,1.4814941890865496e+34,,,,,,,,,,
J1645-0317,B1642-03,16:45:02.0406,0.0001,-03:17:57.819,0.002,2.57938244186,4e-11,-1.184559e-14,1.1e-19,0.38768969803442455,6.012132078480931e-12,1.7804312906883235e-15,1.6533363215914778e-20,35.7555,0.0008,15.8,0.3,3.846125884729847,,,,,3450047.5418963553,840726463438.0132,1.206235685809934e+33,7.0,,,,,,,,,
J1646-5123,,16:46:36.35,0.04,-51:23:14.6,0.5,1.88652475351,7e-11,-7.47e-15,4e-17,0.5300752074095164,1.966858078571693e-11,2.0989185495615066e-15,1.1239189020409675e-17,279.0,3.0,,,10.97,,,,,4001362.9218583796,1067373748012.553,5.5634327993898844e+32,,,,,,,,,,
J1646-6831,B1641-68,16:46:54.8,0.1,-68:31:51,1.0,0.5600323171263264,1.8818171773552933e-10,-5.331815335839998e-16,9.409085886776473e-18,1.7856112396,6e-10,1.7e-15,3e-17,43.0,2.0,105.0,3.0,1.24,,,,,16641942.871224083,1763063256351.195,1.1788211663853638e+31,,,,,,,,,,
J1647-3607,,16:47:46.51,0.02,-36:07:04,1.0,4.709951546942894,1.109182178727488e-09,-2.8616900211169187e-15,4.436728714909954e-17,0.21231640921,5e-11,1.29e-16,2e-18,224.0,1.0,,,15.94,,,,,26077135.73413095,167469843228.57703,5.3210674638027495e+32,,RRAT,,,,,,,,
J1648-3256,,16:48:06.070,0.004,-32:56:40.8,0.2,1.3899414231068108,3.8638743193363725e-12,-6.820878016552903e-15,1.9319371596682236e-19,0.719454779443,2e-12,3.53059e-15,1e-19,128.278,0.006,-60.0,15.0,6.73,,,,,3228659.548292582,1612780904570.6577,3.742799109268974e+32,,,,,,,,,,
J1648-4611,,16:48:22.043,0.007,-46:11:15.75,0.2,6.0621606076,2e-10,-8.722e-13,5e-17,0.16495768831104896,5.442207786585036e-12,2.3733468157297338e-14,1.36055194664716e-18,392.3,0.3,-682.0,26.0,4.47,GRS,,,,110122.83746639299,2002243360797.9875,2.0873883592253395e+35,,,,,,,,,,
J1648-6044,,16:48:51.23,0.02,-60:44:25.5,0.1,1.713018090031924,1.4672154883883106e-10,-1.2588708890371705e-15,8.803292930329865e-18,0.58376499689,5e-11,4.29e-16,3e-18,106.2,0.1,59.0,3.0,5.57,,,,,21559902.66224552,506404609056.62134,8.513396817579806e+31,,,,,,,,,,
J1649-3805,,16:49:48.222,0.019,-38:05:59.1,0.3,3.81641963682,9e-11,-5.34e-16,2e-17,0.262025692969456,6.179171739851126e-12,3.6663085656450017e-17,1.3731492755224726e-18,213.8,0.5,-83.2,8.6,8.84,,,,,113235056.72915414,99182813610.7388,8.045575516590393e+31,,,,,,,,,,
