JNAME,BNAME,RAJ,RAJ_ERR,DECJ,DECJ_ERR,F0,F0_ERR,F1,F1_ERR,P0,P0_ERR,P1,P1_ERR,DM,DM_ERR,RM,RM_ERR,DIST,ASSOC,PB,PB_ERR,BINCOMP,AGE,BSURF,EDOT,NGLT,TYPE,rm_MK,dm_MK,w50_MK,w10_MK,scatter_MK,USER,COMMENTS,CATEGORY
J1905-0056,B1902-01,19:05:27.752,0.006,-00:56:40.8,0.3,1.55476661906,6e-11,-7.3951e-15,1e-19,0.6431833483822751,2.4821089178174103e-11,3.059240609691922e-15,4.136848196429735e-20,229.131,0.005,141.8,6.0,7.64,,,,,3331096.344545319,1419463378076.7476,4.5390921074104895e+32,,,,,,,,,,
J1906+0641,B1904+06,19:06:35.2437,,+06:41:02.9027,,3.741464667847,6e-12,-2.98953e-14,5e-20,0.26727500825911665,4.2861558023946526e-13,2.1355985593221473e-15,3.5717965020021116e-21,472.8,0.3,371.5,2.3,7.0,,,,,1982918.0665158469,764520198243.9235,4.4157482044237845e+33,,,,,,,,,,
J1906+0649,,19:06:11.97,0.03,+06:49:48.1,1.0,0.77726386327,6e-11,-9.2e-17,3e-18,1.2865643795569428,9.931487416468446e-11,1.5228280705251618e-16,4.965743708234223e-18,249.0,4.0,-15.9,9.7,4.97,,,,,133858725.83679974,447910431243.6306,2.8230335592313294e+30,,,,,,,,,,
J1906+0746,,19:06:48.86,0.04,+07:46:25.9,0.7,6.940918295,2e-09,-9.7643e-13,9e-17,0.1440731553806599,4.1514148202679546e-11,2.026782986477119e-14,1.8681366691570937e-18,217.7508,0.0004,150.0,10.0,7.4,,0.16599304683,1.1e-10,NS,112626.82857038401,1729199643236.1482,2.6755790278608216e+35,,,,,,,,,,
J1907+0631,,19:07:03.816,0.017,+06:31:18.9,0.6,3.0897763135609613,1.813876356890049e-10,-4.316597081775031e-12,1.1456061212621698e-17,0.32364802449,1.9e-11,4.521551e-13,1.2e-18,428.6,1.8,,,3.4,SNR,,,,11341.00557626809,12241374244550.826,5.265362657244665e+35,1.0,,,,,,,,,
J1907+0918,,19:07:22.441,0.004,+09:18:30.76,0.04,4.422682683680122,1.1736073272314405e-11,-1.8444314954158718e-12,7.824048848215726e-18,0.2261071099878,6e-13,9.42955e-14,4e-19,357.9,0.1,,,8.22,,,,,37991.74911140886,4672535091533.407,3.2203868698594276e+35,,,,,,,,,,
J1908+0500,,19:08:05.162,0.01,+05:00:54.45,0.16,3.436180663014575,3.542201264662586e-10,-3.0529051966371936e-14,2.1253207587976445e-17,0.29102078676,3e-11,2.5856e-15,1.8e-18,201.42,0.02,120.6,6.6,5.84,,,,,1783317.6528772188,877794091206.2325,4.1414177867215406e+33,,,,,,,,,,
J1909+0007,B1907+00,19:09:35.2566,,+00:07:57.7749,,0.98333409776,3e-11,-5.33615e-15,1.8e-19,1.0169483619839526,3.102551912825532e-11,5.5185607965413215e-15,1.861531147698365e-19,112.787,0.006,-40.0,15.0,4.36,,,,,2919705.896605963,2397244575601.912,2.0715187316739698e+32,3.0,,,,,,,,,
J1909+0254,B1907+02,19:09:38.3094,,+02:54:50.6761,,1.010273259436,5e-12,-5.63944e-15,5e-20,0.9898312072104777,4.898829093838758e-12,5.525330548991609e-15,4.8988290938418113e-20,171.734,0.009,254.0,14.0,4.5,,,,,2838369.3913910976,2366517288786.706,2.249233664819946e+32,,,,,,,,,,
J1909+1102,B1907+10,19:09:48.6926,,+11:02:03.3509,,3.52557928013,1e-11,-3.2811e-14,3e-19,0.2836413311242079,8.045240472191256e-13,2.639723851330673e-15,2.413572141657841e-20,149.982,0.004,540.0,20.0,4.8,,,,,1702460.5440870502,875616595251.3434,4.566775775880638e+33,2.0,,,,,,,,,
J1909-3744,,19:09:47.4346749,1.1e-06,-37:44:14.46674,5e-05,339.3156872882446,3e-13,-1.614817e-15,5e-21,0.0029471080691607166,2.605633791393662e-18,1.4025405807056467e-20,4.3427229856561036e-26,10.3932,,-0.6,0.2,1.14,,1.533449474406,1.3e-11,He,3329251950.984997,205733837.53355497,2.1631517536705274e+34,,,,,,,,,,
J1910+0225,,19:10:10.359,0.017,+02:25:23.6,0.5,2.95985099519,9e-11,-2.298e-15,1.2e-17,0.33785484526926585,1.0273130682472762e-11,2.623072700924712e-16,1.3697507576630349e-18,209.0,3.0,323.0,14.0,7.93,,,,,20407314.67624493,301245257094.11206,2.685218368927331e+32,,,,,,,,,,
J1910+0358,B1907+03,19:10:09.0629,,+03:58:28.029,,0.42913614344,1.2e-11,-8.2339e-16,9e-20,2.3302628205210025,6.516149775242998e-11,4.47111046953111e-15,4.887112331432888e-19,82.93,0.1,-127.0,7.0,2.86,,,,,8257632.347672697,3266330539525.4663,1.3949557099307842e+31,1.0,,,,,,,,,
J1910+0728,,19:10:22.079,0.006,+07:28:37.09,0.15,3.072996052959,1.9e-11,-7.84378e-14,1.9e-18,0.32541532197449324,2.012007503739499e-12,8.306181167200952e-15,2.0120075037397612e-19,283.7,0.4,550.0,11.0,6.23,,,,,620729.857150055,1663679544190.1802,9.515840267071951e+33,,,,,,,,,,
J1913+0832,,19:13:00.50,0.02,+08:32:05.1,0.5,7.4399777798,6e-10,-2.5294e-13,4e-17,0.13440900357458888,1.0839468145148308e-11,4.569558454389688e-15,7.226312096769298e-19,355.2,1.0,484.8,5.5,8.2,,,,,466036.7463049074,793051293295.3864,7.429316997580987e+34,1.0,,,,,,,,,
J1913+1011,,19:13:20.341,0.003,+10:11:22.97,0.07,27.84847205371,1.1e-10,-2.61176e-12,4e-17,0.035908612798265856,1.4183713204053606e-13,3.3676777088926408e-15,5.157713892383816e-20,178.8,0.3,196.0,12.0,4.61,GRS,,,,168940.64307679376,351896180875.906,2.8714044884333707e+36,1.0,HE,,,,,,,,
J1913+1400,B1911+13,19:13:24.3527,0.0001,+14:00:52.559,0.001,1.917645876757,6e-12,-2.95488e-15,5e-20,0.5214727140816718,1.6316027491902304e-12,8.035317219212046e-16,1.3596689576586183e-20,145.052,0.005,435.0,30.0,5.263119631735581,,,,,10282402.489929602,655039193262.5963,2.2370103643139722e+32,,,,,,,,,,
J1913-0440,B1911-04,19:13:54.1735,0.0016,-04:40:47.68,0.07,1.21074785262,1.3e-11,-5.96334e-15,4e-20,0.8259358030956224,8.86820936085774e-12,4.068011354613646e-15,2.7286798033548265e-20,89.385,0.01,3.98,0.05,4.04,,,,,3216845.2808719226,1854873099319.5007,2.8503816634948904e+32,,,,,,,,,,
J1914+0219,,19:14:23.794,0.008,+02:19:47.8,0.3,2.18566539717,5e-11,-4.8637e-15,1.7e-18,0.45752657350699705,1.0466528273252678e-11,1.018121071252381e-15,3.558619612905941e-19,233.8,0.4,279.2,2.5,14.12,,,,,7120048.218188563,690649740337.9401,4.196721913451367e+32,,,,,,,,,,
J1914+0631,,19:14:17.24,0.04,+06:31:56.3,1.0,1.44131428222,1e-10,-6.9e-17,2.7e-17,0.693811205741845,4.8137398921295276e-11,3.3214805255693737e-17,1.2997097708749724e-17,58.0,3.0,,,1.78,,,,,330960098.1347932,153616012775.11353,3.9261556921498025e+30,,,,,,,,,,
J1915+1009,B1913+10,19:15:29.991,0.003,+10:09:43.37,0.06,2.471871539032,9e-12,-9.32267e-14,8e-19,0.40455176743998844,1.4729591928493665e-12,1.525768053155667e-14,1.3092970603110195e-19,241.693,0.01,430.0,0.6,7.0,,,,,420098.97590413963,2514092708135.835,9.097581300326685e+33,1.0,,,,,,,,,
J1915+1606,B1913+16,19:15:27.99942,3e-05,+16:06:27.3868,0.0005,16.940537785677,3e-12,-2.4733e-15,1e-19,0.05903000321781323,1.0453623839685121e-14,8.618315947564403e-18,3.48454127989504e-22,168.77,0.01,364.5,5.0,5.25,,0.322997448918,3e-12,NS,108521661.13480134,22824306327.94045,1.6541074866720015e+33,1.0,,,,,,,,,
J1916+0951,B1914+09,19:16:32.3434,,+09:51:25.9827,,3.700216735057,1e-11,-3.44818e-14,8e-20,0.27025443956449635,7.303746210432e-13,2.5184631607887415e-15,5.842996968361457e-21,60.953,0.006,97.0,1.0,1.9,,,,,1700212.7619704558,834841823631.7455,5.0370565691486445e+33,,,,,,,,,,
J1916+1312,B1914+13,19:16:58.669,,+13:12:50.0221,,3.5480820974,6e-10,-4.5938e-14,6e-18,0.28184240740449334,4.766108556693624e-11,3.649091581289862e-15,4.766108556709602e-19,237.009,0.011,280.0,15.0,4.5,,,,,1223735.6553811138,1026231945642.3334,6.434658164504659e+33,,,,,,,,,,
J1917+1353,B1915+13,19:17:39.7864,0.0001,+13:53:57.077,0.001,5.13792812235,9e-11,-1.900103e-13,7e-19,0.1946309827982991,3.409309751852862e-12,7.197821874916533e-15,2.6516853626721258e-20,94.538,0.004,233.0,8.0,5.882310176645648,,,,,428427.0840138552,1197723342435.4019,3.8541170910609978e+34,,,,,,,,,,
J1918+1444,B1916+14,19:18:23.637,,+14:45:06.0066,,0.8467233477,6e-11,-1.522526e-13,6e-19,1.1810232972981713,8.36889617256627e-11,2.1236436690054387e-13,8.368896177978105e-19,27.202,0.017,-41.7,3.5,1.3,,,,,88113.58162719771,16025811654369.691,5.089393018664287e+33,,HE,,,,,,,,
J1919+0021,B1917+00,19:19:50.6715,0.0001,+00:21:39.722,0.002,0.786002629557,1.3e-11,-4.73839e-15,1e-19,1.2722603747058854,2.104240399360788e-11,7.669778204559357e-15,1.6186464610487481e-19,90.315,0.016,120.0,7.0,5.882310176645648,,,,,2628204.975472669,3161035559727.598,1.4703290530097326e+32,1.0,,,,,,,,,
J1919+0134,,19:19:43.62,0.03,+01:34:56.5,0.7,0.6234477882944596,2.3321228683755195e-11,-2.289367282455302e-16,4.2755585920217856e-18,1.60398355528,6e-11,5.89e-16,1.1e-17,191.9,0.4,47.0,4.0,14.37,,,,,43147004.88282767,983575226201.5133,5.634758369498744e+30,,,,,,,,,,
J1921+1419,B1919+14,19:21:24.1587,,+14:19:17.0787,,1.61764503697,3e-11,-1.465567e-14,1.4e-19,0.6181825908316038,1.146449146821822e-11,5.600660122534058e-15,5.3500960185421655e-20,91.64,0.04,164.8,3.1,2.81,,,,,1748813.871472047,1882903109284.5217,9.359413692859267e+32,,,,,,,,,,
J1921+1948,B1918+19,19:21:03.7986,,+19:48:44.6709,,1.217974753651,8e-12,-1.32845e-15,4e-20,0.8210350805732228,5.392788828255029e-12,8.95506289861924e-16,2.6963944141277708e-20,153.85,0.05,160.0,20.0,4.32,,,,,14526437.18204041,867691125195.4968,6.387681246201195e+31,,,,,,,,,,
J1922+1733,,19:22:53.2180,0.0007,+17:33:23.47,0.02,4.234222321234514,5.378591599692177e-12,-2.399558241826137e-13,7.171455466258826e-19,0.2361708772317,3e-13,1.338394e-14,4e-20,238.0,4.0,,,5.36,,,,,279581.4796253704,1799099323281.3005,4.0111110839399764e+34,,,,,,,,,,
J1925+1720,,19:25:27.031,0.004,+17:20:27.31,0.08,13.217200235482462,1.9216382027132139e-10,-1.8286693464659485e-12,1.9216382027205706e-17,0.0756589884532,1.1e-12,1.046782e-14,1.1e-19,223.3,1.5,,,5.06,GRS,,,,114517.09477358247,900551111625.7756,9.541889681055695e+35,,HE,,,,,,,,
J1926+1434,B1924+14,19:26:57.2247,,+14:34:55.3431,,0.754761428671,5e-12,-1.2503e-16,3e-20,1.324921971384814,8.777091151291108e-12,2.1947994132918547e-16,5.266254690774674e-20,211.41,0.08,249.3,2.7,5.65,,,,,95644830.9620435,545685667451.8532,3.7254922626980783e+30,,,,,,,,,,
J1926+1648,B1924+16,19:26:45.3216,,+16:48:32.7857,,1.72466480135,1.1e-10,-5.35237e-14,7e-19,0.5798228149709086,3.698139464368673e-11,1.7994373386275416e-14,2.353361477437461e-19,176.885,0.011,320.0,14.0,6.0,,,,,510533.928660982,3268631730250.2954,3.6442701559378316e+33,,,,,,,,,,
J1926-0652,,19:26:37.11,0.03,-06:52:43.0,0.9,0.6215750086533653,2.3181329482945872e-10,-1.661328612944454e-16,7.727109827648626e-18,1.608816291,6e-10,4.3e-16,2e-17,84.7,0.9,-55.0,3.0,5.21,,,,,59279432.44866088,841661445744.7365,4.0767006852673044e+30,,,,,,,,,,
J1927+0911,,19:27:25.628,0.008,+09:11:05.7,0.3,3.44464999739,5e-11,-7.54e-16,4e-18,0.2903052561966228,4.21385708876934e-12,6.354496489864165e-17,3.371085671015472e-19,202.7,0.4,,,10.94,,,,,72383535.54767169,137441535972.4392,1.0253595564774962e+32,,,,,,,,,,
J1927+1852,B1925+18,19:27:10.422,0.008,+18:52:08.5,0.2,2.0713957337682207,3.00347620011123e-11,-4.977189131612896e-16,4.290680285873186e-18,0.482766273821,7e-12,1.16e-16,1e-18,254.0,1.0,417.0,70.0,5.3,,,,,65939396.89004911,239467970863.64948,4.070117605326714e+31,,,,,,,,,,
J1927+1856,B1925+188,19:27:24.97,0.01,+18:56:36.8,0.2,3.352178192478189,4.4948394536505346e-11,-2.5204812236345372e-14,8.989678907301094e-18,0.298313497249,4e-12,2.243e-15,8e-19,99.0,1.0,74.4,5.8,3.1,,,,,2107218.9694463657,827753578375.4819,3.335571847341869e+33,,,,,,,,,,
J1928+1746,,19:28:42.553,0.001,+17:46:29.62,0.03,14.54960127169648,4.2338179433070366e-11,-2.7923511172390063e-12,1.270145383096074e-18,0.0687304058253,2e-13,1.31907e-14,6e-21,176.68,0.05,,,4.34,GRS,,,,82555.70725154667,963514720208.6016,1.603913176135743e+36,,HE,,,,,,,,
J1928+1923,,19:28:05.163,0.005,+19:23:31.32,0.08,1.223496304466445,8.98165924225829e-12,-9.504840893119834e-15,1.047860244930143e-18,0.817329808312,6e-12,6.3495e-15,7e-19,476.0,14.0,,,10.57,,,,,2039500.6487766046,2305252019347.5796,4.5909995478632944e+32,,,,,,,,,,
J1929+1357,,19:29:10.62,0.02,+13:57:35.9,0.5,1.15350009753,9e-11,-4.87e-15,3e-17,0.8669266713902399,6.76405668210985e-11,3.660106226874996e-15,2.2546855607032842e-17,150.7,0.3,,,4.77,,,,,3752793.879262998,1802552844494.7786,2.2177180617237744e+32,,,,,,,,,,
J1930-1852,,19:30:29.7156,0.0007,-18:51:46.27,0.06,5.390249757313,2.324383395697028e-12,-5.230153188242776e-16,1.743287546772771e-19,0.18552016047926,8e-14,1.8001e-17,6e-21,42.8526,0.0004,,,2.0,,45.0600007,5e-07,NS,163290348.77338853,58478180294.85914,1.1129689148974873e+32,,,,,,,,,,
J1931+1536,B1929+15,19:31:55.71,0.01,+15:36:57.5,0.3,3.1811128780752917,6.07168748583388e-11,-5.074716400659957e-14,9.107531228751026e-18,0.314355396469,6e-12,5.0148e-15,9e-19,140.0,1.0,199.0,10.0,4.01,,,,,993192.2916291336,1270536795541.8872,6.373097950258727e+33,,,,,,,,,,
J1931+1952,,19:31:55.864,0.003,+19:52:11.5,0.1,1.9955176176649996,1.5928362249645582e-11,-4.013947286910687e-16,2.3892543374468372e-18,0.501123112694,4e-12,1.008e-16,6e-19,441.0,8.0,,,9.62,,,,,78768021.82880455,227432466446.16183,3.1621827694724666e+31,,,,,,,,,,
J1932+1059,B1929+10,19:32:14.0570,0.0008,+10:59:33.38,0.02,4.41464565189,2e-11,-2.25455e-14,3e-19,0.2265187466567967,1.0262148517393208e-12,1.1568263469944429e-15,1.539322277609338e-20,3.18321,0.00016,-6.87,0.02,0.31,,,,,3102430.1764190504,518007608749.1762,3.929302440683154e+33,,HE,,,,,,,,
J1932+1500,,19:32:46.307,0.015,+15:00:22.2,0.4,0.53638518841,3e-11,-1.32e-16,2e-18,1.8643318674855427,1.0427199936366394e-10,4.587967972001213e-16,6.951466624244263e-18,90.5,1.8,,,2.85,,198.9251,0.0002,He,64382655.12303237,935883474303.174,2.795184277359133e+30,,,,,,,,,,
J1932-3655,,19:32:06.150,0.008,-36:55:02.1,0.4,1.7500252712836808,3.0625884501315203e-10,-8.697751198373518e-16,9.187765350394565e-18,0.5714203197,1e-10,2.84e-16,3e-18,59.88,0.01,-8.0,3.0,6.72,,,,,31878903.643264253,407649569721.1947,6.009122220372977e+31,,,,,,,,,,
J1933+1304,B1930+13,19:33:22.529,0.004,+13:04:49.97,0.08,1.077210400437986,5.8019112340588315e-12,-3.692336309355041e-16,8.122675727682365e-19,0.928323751417,5e-12,3.182e-16,7e-19,177.01,0.15,-124.8,3.8,6.08,,,,,46223765.799419664,549983672962.8533,1.5702236911847778e+31,,,,,,,,,,
J1935+1616,B1933+16,19:35:47.8259,0.0001,+16:16:39.986,0.002,2.787546496219,4e-12,-4.6642103e-14,1.1e-20,0.35873841076961044,5.14772989446023e-13,6.002523698839829e-15,1.4156257210813786e-21,158.521,0.003,-10.2,0.3,3.7,,,,,946912.9013959384,1484929584803.4724,5.132866637361593e+33,,,,,,,,,,
J1935+1745,B1933+17,19:35:29.97,0.01,+17:45:12.2,0.2,1.5280983362164913,2.3350845251476085e-12,-8.82661950505796e-16,4.670169050295218e-18,0.654408146583,1e-12,3.78e-16,2e-18,214.6,0.4,,,4.85,,,,,27429818.53854237,503292231327.0641,5.324826298005886e+31,,,,,,,,,,
J1935+2025,,19:35:41.941,0.003,+20:25:40.1,0.3,12.481568864327956,9.347373678897666e-10,-9.465446587418273e-12,1.557895619600428e-17,0.080118133455,6e-12,6.07579e-14,1e-19,182.0,1.0,,,4.6,,,,,20892.677729300478,2232630056597.1597,4.664123302369793e+36,,,,,,,,,,
J1941-2602,B1937-26,19:41:00.4070,0.0018,-26:02:05.75,0.12,2.4822647836094,1.3e-12,-5.891442e-15,1.1e-20,0.40285790887542816,2.109828431665276e-13,9.561486027005336e-16,1.7852394421785916e-21,50.036,0.003,-33.5,0.8,3.56,,,,,6675634.287894732,628041905686.1525,5.773370770282448e+32,,,,,,,,,,
J1943+0609,,19:43:29.132,0.005,+06:09:57.6,0.1,2.2410154692914914,1.506645100081129e-11,-2.3398198404259934e-15,3.0132902001622584e-18,0.446226281658,3e-12,4.659e-16,6e-19,70.76,0.06,-11.0,15.0,3.27,,,,,15174992.056349345,461396086259.35406,2.070079432257534e+32,,,,,,,,,,
J1943-1237,B1940-12,19:43:25.4806,,-12:37:42.4115,,1.0283528703005,1.8e-12,-1.750904e-15,8e-21,0.9724288509135829,1.7021121661604002e-12,1.6556861112105053e-15,7.56494296071511e-21,28.918,0.015,-75.4,6.2,1.2,,,,,9305631.850144545,1284008500447.0813,7.108275246276358e+31,,,,,,,,,,
J1945-0040,B1942-00,19:45:28.3963,,-00:40:58.0674,,0.956359000718,6e-12,-4.8901e-16,3e-20,1.0456324447715093,6.560083257353061e-12,5.346577189463701e-16,3.280041628676599e-20,59.71,0.06,-45.0,7.0,3.16,,,,,30986266.125937056,756619315616.8562,1.8462836620305345e+31,,,,,,,,,,
J1946+1805,B1944+17,19:46:53.044,0.006,18:05:41.24,0.11,2.269537144722,4e-12,-1.24095e-16,1.8e-20,0.44061847691084693,7.765785687809382e-13,2.409237937321763e-17,3.494603559514223e-21,16.1356,0.0073,-45.34,0.11,0.3,,,,,289767083.03779876,104260829867.67134,1.1118630945665029e+31,,,,,,,,,,
J1946-1312,,19:46:57.829,0.01,-13:12:36.4,0.6,2.033076158786963,2.4800392004567718e-11,-8.211409792712371e-15,1.2400196002284019e-18,0.491865489484,6e-12,1.9866e-15,3e-19,60.0,2.0,,,4.47,,,,,3922852.316384608,1000295626783.7666,6.590693428345395e+32,,,,,,,,,,
J1946-2913,B1943-29,19:46:51.734,0.008,-29:13:47.1,0.5,1.042266043967,3e-12,-1.616811e-15,1.2e-20,0.959447931541423,2.7616210000173456e-12,1.4883397368863481e-15,1.1046484000072705e-20,44.309,0.015,-28.0,10.0,3.12,,,,,10213753.471125213,1209237821751.4487,6.652694507639676e+31,,,,,,,,,,
J1947+0915,,19:47:46.22,0.05,+09:15:08.0,0.8,0.6753362625120221,4.1047116071733606e-11,-2.180057942476518e-16,7.297265079419309e-18,1.48074382424,9e-11,4.78e-16,1.6e-17,94.0,4.0,,,5.15,,,,,49081527.544558756,851341671209.8622,5.812297606505816e+30,,,,,,,,,,
J1947+1957,,19:47:19.435,0.004,+19:57:08.39,0.09,6.348861997371963,1.6123219464669565e-10,-2.1064986230590785e-14,4.0308048661675334e-18,0.157508542541,4e-12,5.226e-16,1e-19,185.8,0.2,,,6.77,,,,,4775300.92565913,290326539392.96155,5.27979187557291e+33,1.0,,,,,,,,,
J1949-2524,B1946-25,19:49:25.4141,,-25:24:00.9748,,1.044259224797,4e-12,-3.566477e-15,1.7e-20,0.9576166302906218,3.668118442436662e-12,3.270565014556545e-15,1.5589503380375948e-20,23.07,0.03,-13.0,8.0,1.05,,,,,4639112.773750837,1790841753798.2808,1.4703051714923286e+32,,,,,,,,,,
J1956+0838,,19:56:52.26,0.02,+08:38:16.8,0.4,3.2904378220317545,7.578886742459953e-11,-2.380853135238491e-15,1.4075075378854198e-17,0.303910924347,7e-12,2.199e-16,1.3e-18,67.087,0.024,-113.5,0.2,3.54,,,,,21897126.099023294,261598800758.41138,3.0927586604379544e+32,,,,,,,,,,
J2005-0020,,20:05:43.7486,,-00:20:21.9356,,0.438661702026,7e-12,-4.93811e-15,1.1e-19,2.2796610585820614,3.637798179410839e-11,2.5662639382472087e-14,5.7165399962229e-19,35.93,0.17,-64.9,6.2,1.83,,,,,1407456.5506288123,7739907656588.145,8.551655871049126e+31,,,,,,,,,,
J2006-0807,B2003-08,20:06:16.3650,0.0001,-08:07:02.167,0.003,1.721551635017,7e-12,-1.3637e-16,7e-20,0.580871337030867,2.3618805712881897e-12,4.601280764379578e-17,2.36188057128819e-20,32.39,0.03,-62.0,3.0,2.6315598158677904,,,,,200017156.95095626,165435732545.6446,9.268269004673128e+30,,,,,,,,,,
J2038-3816,,20:38:54.19,0.03,-38:16:11.9,1.0,0.6340003680898357,1.2058694002141417e-10,-1.661688033495087e-15,1.607825866952313e-18,1.5772861505,3e-10,4.134e-15,4e-18,33.96,0.06,20.5,9.5,3.59,,,,,6045135.709348777,2583987803546.1016,4.15909402955748e+31,,,,,,,,,,
J2046+1540,B2044+15,20:46:39.3373,0.0001,+15:40:33.558,0.001,0.8785140801273,9e-13,-1.40711e-16,9e-21,1.1382856833155095,1.1661248671569506e-12,1.8231844020280187e-16,1.1661248671569513e-20,39.81796,0.00049,-90.2,0.1,3.225783000096001,,,,,98920593.68825021,460989372517.587,4.88018754953188e+30,,,,,,,,,,
J2046-0421,B2043-04,20:46:00.1730,0.0001,-04:21:26.256,0.002,0.646438269959,7e-13,-6.14907e-16,7e-21,1.5469381168652414,1.6751122761874055e-12,1.471483234876527e-15,1.675112276187436e-20,35.799,0.01,-1.0,3.0,6.249954562686002,,,,,16656496.563553305,1526736568129.3142,1.5692647992303192e+31,,,,,,,,,,
J2048-1616,B2045-16,20:48:35.640637,4e-05,-16:16:44.55350,0.00015,0.509795126164,3e-12,-2.847929e-15,8e-21,1.9615723036126127,1.1543297706900276e-11,1.0958164098371598e-14,3.0782127218670916e-20,11.456,0.005,-10.0,0.3,0.95,,,,,2836171.9560158984,4691600658885.962,5.731714816858668e+31,,,,,,,,,,
J2053-7200,B2048-72,20:53:47.283,0.009,-72:00:42.45,0.04,2.9296611297,2e-11,-1.696e-15,1e-18,0.3413364057236207,2.3302108374464034e-12,1.9760187901545503e-16,1.1651054187232022e-19,17.3,0.4,17.0,1.0,1.03,,,,,27368914.841769118,262806933528.9806,1.9615662183776503e+32,,,,,,,,,,
J2108-3429,,21:08:30.49,0.02,-34:29:37.9,0.4,0.7026904000029778,9.875475965126899e-11,-1.7296896152919763e-15,1.4813213947691144e-18,1.4231018383,2e-10,3.503e-15,3e-18,30.22,0.01,93.1,8.9,3.88,,,,,6436679.4205475915,2259373532046.983,4.798350133535695e+31,,,,,,,,,,
J2116+1414,B2113+14,21:16:13.752,0.003,14:14:21.04,0.07,2.271936912618,7e-12,-1.49309e-15,5e-20,0.4401530669474793,1.3561430564029053e-12,2.8926337658351626e-16,9.686736117163773e-21,56.2044,0.0061,-39.0,0.1,25.0,,,,,24108840.188794047,361075956351.8872,1.339189363138609e+32,1.0,,,,,,,,,
